,Product Name,Price,Quantity,Discount,Prize badge,Product Link,Product pid
114,Charles Pelletier Espumante Rosé Bruto,8.29,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/charles-pelletier-espumante-rose-bruto-charles-pelletier-6965642.html,6965642
115,Vinha Maria Espumante Branco Bruto,7.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/vinha-maria-espumante-branco-bruto-vinha-maria-6041847.html,6041847
116,Espumante Magos Meio Seco Branco,1.59,emb. 20 cl,n/a,n/a,https://www.continente.pt/produto/espumante-magos-meio-seco-branco-magos-5972413.html,5972413
117,Dom Ponciano Alvarinho Natural Bruto Espumante Vinho Verde,33.70,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/dom-ponciano-alvarinho-natural-bruto-espumante-vinho-verde-dom-ponciano-7695862.html,7695862
118,Gruet Sélection Champanhe Bruto Branco,39.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/gruet-selection-champanhe-bruto-branco-gruet-6764338.html,6764338
119,Murganheira Czar Espumante DOC Távora-Varosa Rosé Bruto,39.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/murganheira-czar-espumante-doc-tavora-varosa-rose-bruto-murganheira-5581496.html,5581496
120,Vértice RD Espumante Douro Bruto,240.00,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/vertice-rd-espumante-douro-bruto-vertice-7454312.html,7454312
121,Fita Azul Espumante Branco Doce com Oferta Flute,12.38,pack 2 x 75 cl,n/a,n/a,https://www.continente.pt/produto/fita-azul-espumante-branco-doce-com-oferta-flute-fita-azul-2445132.html,2445132
122,Casal Garcia Sparkling Espumante Rosé Meio Seco,6.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/casal-garcia-sparkling-espumante-rose-meio-seco-casal-garcia-5694889.html,5694889
123,Luis Pato Vinha Formal Espumante Bairrada,23.39,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/luis-pato-vinha-formal-espumante-bairrada-luis-pato-7695111.html,7695111
124,Terras do Demo Espumante DOC Távora-Vasosa Tinto Bruto,8.49,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/terras-do-demo-espumante-doc-tavora-vasosa-tinto-bruto-terras-do-demo-4731571.html,4731571
125,Perrier Jouet Belle Epoque Champanhe Brut Branco,185.00,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/perrier-jouet-belle-epoque-champanhe-brut-branco-perrier-jouet-6900590.html,6900590
126,Elpídio São Domingos Cuvée Espumante Doc Bairrada Branco Bruto,18.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/elpidio-sao-domingos-cuvee-espumante-doc-bairrada-branco-bruto-sao-domingos-7077126.html,7077126
127,Espumante Cava Juvé & Camps Gran Reserva,29.50,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/espumante-cava-juve-camps-gran-reserva-juve-y-camps-7682127.html,7682127
128,Gancia Espumante Bruto Branco,9.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/gancia-espumante-bruto-branco-gancia-5690682.html,5690682
129,Murganheira Único Bruto Espumante Douro,30.50,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/murganheira-unico-bruto-espumante-douro-murganheira-7695131.html,7695131
130,Taittinger Champanhe Reserva Bruto Branco,53.50,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/taittinger-champanhe-reserva-bruto-branco-taittinger-6902144.html,6902144
131,São Domingos Reserva Espumante Branco Meio Seco,6.49,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/sao-domingos-reserva-espumante-branco-meio-seco-sao-domingos-4298113.html,4298113
132,Ribeiro Santo Blanc de Noir Bruto Espumante Dão,17.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/ribeiro-santo-blanc-de-noir-bruto-espumante-dao-ribeiro-santo-7695645.html,7695645
133,Raríssimo Espumante Bairrada Bruto Branco ,95.00,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/rarissimo-espumante-bairrada-bruto-branco%C2%A0-rarissimo-7332813.html,7332813
134,Laurent Perrier Cuvée Champanhe Brut Rosé,109.65,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/laurent-perrier-cuvee-champanhe-brut-rose-laurent-perrier-6900584.html,6900584
135,Messias Blanc de Blancs DOC Bairrada Espumante,17.79,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/messias-blanc-de-blancs-doc-bairrada-espumante-messias-7682104.html,7682104
136,Espumante Cava Juvé & Camps Milésime Rosé,46.60,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/espumante-cava-juve-camps-milesime-rose-juve-y-camps-7682126.html,7682126
137,Hibernus Premier Millésime Espumante Bruto Branco,17.00,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/hibernus-premier-millesime-espumante-bruto-branco-hibernus-7327404.html,7327404
138,Quinta de Melgaço Espumante Velha Reserva Bruto DOC Vinho Verde Branco,49.90,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/quinta-de-melgaco-espumante-velha-reserva-bruto-doc-vinho-verde-branco-quinta-de-melgaco-6193469.html,6193469
