,Product Name,Price,Quantity,Discount,Prize badge,Product Link,Product pid
0,Tapada das Lebres Premium Regional Alentejano Vinho Tinto,3.99,garrafa 75 cl,70,premiado,https://www.continente.pt/produto/tapada-das-lebres-premium-regional-alentejano-vinho-tinto-tapada-das-lebres-5795289.html,5795289
1,Cancellus Premium DOC Douro Vinho Tinto,3.99,garrafa 75 cl,70,premiado,https://www.continente.pt/produto/cancellus-premium-doc-douro-vinho-tinto-cancellus-5717619.html,5717619
2,Muralhas de Monção DOC Vinho Verde Branco,4.79,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/muralhas-de-moncao-doc-vinho-verde-branco-muralhas-de-moncao-2050440.html,2050440
3,Mocho Galego Premium Regional Alentejano Vinho Tinto,3.49,garrafa 75 cl,65,premiado,https://www.continente.pt/produto/mocho-galego-premium-regional-alentejano-vinho-tinto-mocho-galego-6649896.html,6649896
4,Cartuxa DOC Alentejo Vinho Tinto,21.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/cartuxa-doc-alentejo-vinho-tinto-cartuxa-5328645.html,5328645
5,Planalto Reserva DOC Douro Vinho Branco,5.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/planalto-reserva-doc-douro-vinho-branco-planalto-2050172.html,2050172
6,Coutada Velha Signature Regional Alentejano Vinho Tinto,6.49,garrafa 75 cl,65,premiado,https://www.continente.pt/produto/coutada-velha-signature-regional-alentejano-vinho-tinto-coutada-velha-6175042.html,6175042
7,n/a,16.97,n/a,n/a,n/a,https://www.continente.pt/produto/viagem-entre-regioes-de-vinho-branco-foodsograpeviagem.html,foodsograpeviagem
8,Mula Velha Reserva Regional Lisboa Vinho Tinto,3.29,garrafa 75 cl,60,premiado,https://www.continente.pt/produto/mula-velha-reserva-regional-lisboa-vinho-tinto-mula-velha-5400380.html,5400380
9,Monte Velho Regional Alentejano Vinho Tinto,3.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/monte-velho-regional-alentejano-vinho-tinto-monte-velho-2051005.html,2051005
10,Cancellus Premium DOC Douro Vinho Branco,3.99,garrafa 75 cl,70,premiado,https://www.continente.pt/produto/cancellus-premium-doc-douro-vinho-branco-cancellus-6016682.html,6016682
11,Guarda Rios Regional Alentejano Vinho Tinto,3.99,garrafa 75 cl,60,premiado,https://www.continente.pt/produto/guarda-rios-regional-alentejano-vinho-tinto-guarda-rios-5797470.html,5797470
12,Terra Lenta Premium DOC Alentejo Vinho Tinto,2.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/terra-lenta-premium-doc-alentejo-vinho-tinto-terra-lenta-5716081.html,5716081
13,Papa Figos DOC Douro Vinho Tinto,7.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/papa-figos-doc-douro-vinho-tinto-papa-figos-4952282.html,4952282
14,Cooperativa Agrícola Felgueiras DOC Vinho Verde Branco,2.59,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/cooperativa-agricola-felgueiras-doc-vinho-verde-branco-felgueiras-4086107.html,4086107
15,Monte dos Amigos Regional Alentejano Vinho Tinto,16.09,6 x garrafa 75 cl,55,premiado,https://www.continente.pt/produto/monte-dos-amigos-regional-alentejano-vinho-tinto-monte-dos-amigos-7743961.html,7743961
16,Pacheca Premium DOC Douro Vinho Branco,7.99,garrafa 75 cl,45,n/a,https://www.continente.pt/produto/pacheca-premium-doc-douro-vinho-branco-quinta-da-pacheca-7173883.html,7173883
17,EA Regional Alentejano Vinho Tinto,3.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/ea-regional-alentejano-vinho-tinto-ea-5331018.html,5331018
18,n/a,5.61,n/a,n/a,n/a,https://www.continente.pt/produto/vinho-rose-que-sabe-bem-com-a-vida-foodgazelarose.html,foodgazelarose
19,Albenaz Escadaria Maior Premium DOC Douro Vinho Tinto,3.89,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/albenaz-escadaria-maior-premium-doc-douro-vinho-tinto-albenaz-6526528.html,6526528
20,Mélange à Trois DOC Dão Vinho Tinto,5.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/melange-a-trois-doc-dao-vinho-tinto-quinta-dos-carvalhais-7016272.html,7016272
21,Vidigueira Premium DOC Alentejo Vinho Branco,3.99,garrafa 75 cl,60,premiado,https://www.continente.pt/produto/vidigueira-premium-doc-alentejo-vinho-branco-vidigueira-5796579.html,5796579
22,Esteva DOC Douro Vinho Tinto,5.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/esteva-doc-douro-vinho-tinto-esteva-2050435.html,2050435
23,Lancers Vinho Rosé,3.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/lancers-vinho-rose-lancers-2050017.html,2050017
24,Santa Vitória Signature Regional Alentejano Vinho Tinto,5.59,garrafa 75 cl,65,n/a,https://www.continente.pt/produto/santa-vitoria-signature-regional-alentejano-vinho-tinto-santa-vitoria-7817490.html,7817490
25,n/a,13.97,n/a,n/a,n/a,https://www.continente.pt/produto/monte-velho-foodmontevelho.html,foodmontevelho
26,Papa Figos DOC Douro Vinho Branco,7.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/papa-figos-doc-douro-vinho-branco-papa-figos-6274693.html,6274693
27,João Pires Regional Península de Setúbal Vinho Branco Conjunto,6.58,2 x garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/joao-pires-regional-peninsula-de-setubal-vinho-branco-conjunto-joao-pires-7461634.html,7461634
28,Anta de Pias Vinho Tinto,8.99,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/anta-de-pias-vinho-tinto-anta-de-pias-5811956.html,5811956
29,Altano DOC Douro Vinho Branco,5.49,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/altano-doc-douro-vinho-branco-altano-2851994.html,2851994
30,Esporão Reserva DOC Alentejo Vinho Tinto,19.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/esporao-reserva-doc-alentejo-vinho-tinto-esporao-5409751.html,5409751
31,Pera Doce Reserva Regional Alentejano Vinho Tinto,3.99,garrafa 75 cl,60,premiado,https://www.continente.pt/produto/pera-doce-reserva-regional-alentejano-vinho-tinto-pera-doce-4599282.html,4599282
32,Herdade dos Grous Regional Alentejano Vinho Tinto,11.99,garrafa 75 cl,20,premiado,https://www.continente.pt/produto/herdade-dos-grous-regional-alentejano-vinho-tinto-herdade-dos-grous-3027881.html,3027881
33,Monte Velho Regional Alentejano Vinho Branco,3.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/monte-velho-regional-alentejano-vinho-branco-monte-velho-2051006.html,2051006
34,Pacheca Premium DOC Douro Vinho Tinto,7.99,garrafa 75 cl,45,premiado,https://www.continente.pt/produto/pacheca-premium-doc-douro-vinho-tinto-quinta-da-pacheca-6913525.html,6913525
35,n/a,24.37,n/a,n/a,n/a,https://www.continente.pt/produto/tintos-do-douro-foodtintosdodouro.html,foodtintosdodouro
36,Catarina Regional Península de Setúbal Vinho Branco,7.69,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/catarina-regional-peninsula-de-setubal-vinho-branco-catarina-4698909.html,4698909
37,João Pires Península de Setúbal Vinho Branco,4.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/joao-pires-peninsula-de-setubal-vinho-branco-joao-pires-2050018.html,2050018
38,M. J. Freitas Vinho Branco,8.39,Bag in Box 3 lt,n/a,n/a,https://www.continente.pt/produto/m.-j.-freitas-vinho-branco-m.-j.-freitas-4953430.html,4953430
39,Alandra Vinho Branco,6.99,Bag in Box 3 lt,n/a,n/a,https://www.continente.pt/produto/alandra-vinho-branco-alandra-3012546.html,3012546
40,Casa Ermelinda Freitas Regional Península de Setúbal Vinho Tinto,10.49,Bag in Box 3 lt,n/a,n/a,https://www.continente.pt/produto/casa-ermelinda-freitas-regional-peninsula-de-setubal-vinho-tinto-casa-ermelinda-freitas-4734873.html,4734873
41,Tapada das Lebres Premium Regional Alentejano Vinho Branco,3.99,garrafa 75 cl,70,n/a,https://www.continente.pt/produto/tapada-das-lebres-premium-regional-alentejano-vinho-branco-tapada-das-lebres-6168148.html,6168148
42,Contemporal Regional Península de Setúbal Vinho Branco,1.69,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/contemporal-regional-peninsula-de-setubal-vinho-branco-contemporal-6917120.html,6917120
43,Só Pias Vinho Tinto,7.49,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/so-pias-vinho-tinto-so-pias-5401494.html,5401494
44,Casal da Eira Vinho Branco,1.69,emb. 1 lt,n/a,n/a,https://www.continente.pt/produto/casal-da-eira-vinho-branco-casal-da-eira-4696821.html,4696821
45,Carm Reserva DOC Douro Vinho Tinto,13.19,garrafa 75 cl,20,n/a,https://www.continente.pt/produto/carm-reserva-doc-douro-vinho-tinto-carm-5372677.html,5372677
46,Guarda Rios Signature Regional Alentejano Vinho Tinto,5.89,garrafa 75 cl,65,premiado,https://www.continente.pt/produto/guarda-rios-signature-regional-alentejano-vinho-tinto-guarda-rios-6037014.html,6037014
47,Duas Quintas DOC Douro Vinho Tinto,14.59,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/duas-quintas-doc-douro-vinho-tinto-duas-quintas-5334268.html,5334268
48,Mula Velha Regional Lisboa Vinho Tinto,2.89,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/mula-velha-regional-lisboa-vinho-tinto-mula-velha-5106849.html,5106849
49,n/a,15.71,n/a,n/a,n/a,https://www.continente.pt/produto/sabores-tradicionais-foodsaborestradicionais.html,foodsaborestradicionais
50,Mula Velha Regional Lisboa Vinho Branco,2.89,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/mula-velha-regional-lisboa-vinho-branco-mula-velha-5106829.html,5106829
51,Alandra Vinho Tinto,6.99,Bag in Box 3 lt,n/a,n/a,https://www.continente.pt/produto/alandra-vinho-tinto-alandra-3012520.html,3012520
52,Monte da Piadeira Vinho Branco,5.59,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/monte-da-piadeira-vinho-branco-monte-da-piadeira-6926301.html,6926301
53,Tapada das Lebres Signature Regional Alentejano Vinho Tinto,4.99,garrafa 75 cl,70,premiado,https://www.continente.pt/produto/tapada-das-lebres-signature-regional-alentejano-vinho-tinto-tapada-das-lebres-7486411.html,7486411
54,Adega do Cercal Vinho Tinto,5.89,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/adega-do-cercal-vinho-tinto-adega-do-cercal-7374687.html,7374687
55,EA Regional Alentejano Vinho Branco,3.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/ea-regional-alentejano-vinho-branco-ea-5328641.html,5328641
56,Arcos do Convento Vinho Tinto,7.69,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/arcos-do-convento-vinho-tinto-arcos-do-convento-6532816.html,6532816
57,Aveleda Loureiro Alvarinho DOC Vinho Verde Branco,5.29,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/aveleda-loureiro-alvarinho-doc-vinho-verde-branco-aveleda-5308347.html,5308347
58,Coutada Velha Signature Regional Alentejano Vinho Branco,6.49,garrafa 75 cl,65,premiado,https://www.continente.pt/produto/coutada-velha-signature-regional-alentejano-vinho-branco-coutada-velha-6621403.html,6621403
59,M. J. Freitas Vinho Tinto,8.39,Bag in Box 3 lt,n/a,n/a,https://www.continente.pt/produto/m.-j.-freitas-vinho-tinto-m.-j.-freitas-4375972.html,4375972
60,Só Pias Vinho Branco,7.49,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/so-pias-vinho-branco-so-pias-5419020.html,5419020
61,Pera Doce Regional Alentejano Vinho Tinto,3.29,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/pera-doce-regional-alentejano-vinho-tinto-pera-doce-4599270.html,4599270
62,Sossego Regional Alentejano Vinho Branco,5.49,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/sossego-regional-alentejano-vinho-branco-herdade-do-peso-5883227.html,5883227
63,Quinta do Vallado DOC Douro Vinho Tinto,8.25,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/quinta-do-vallado-doc-douro-vinho-tinto-quinta-do-vallado-5291027.html,5291027
64,Adega de Vila Real Reserva DOC Douro Vinho Tinto,2.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/adega-de-vila-real-reserva-doc-douro-vinho-tinto-adega-de-vila-real-4751225.html,4751225
65,Arcos do Convento Vinho Branco,7.69,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/arcos-do-convento-vinho-branco-arcos-do-convento-6548290.html,6548290
66,Gazela DOC Vinho Verde Branco,3.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/gazela-doc-vinho-verde-branco-gazela-2050256.html,2050256
67,Soalheiro Alvarinho DOC Vinho Verde Branco,10.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/soalheiro-alvarinho-doc-vinho-verde-branco-soalheiro-5469281.html,5469281
68,Casal da Eira Vinho Branco,0.69,emb. 25 cl,n/a,n/a,https://www.continente.pt/produto/casal-da-eira-vinho-branco-casal-da-eira-2392704.html,2392704
69,Monte dos Amigos Regional Alentejano Vinho Tinto,2.99,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/monte-dos-amigos-regional-alentejano-vinho-tinto-monte-dos-amigos-5273143.html,5273143
70,Valmaduro Sauvignon Blanc Premium Regional Lisboa Vinho Branco,4.49,garrafa 75 cl,55,premiado,https://www.continente.pt/produto/valmaduro-sauvignon-blanc-premium-regional-lisboa-vinho-branco-valmaduro-6804693.html,6804693
71,Vinha da Coutada Velha Regional Alentejano Vinho Branco,4.79,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/vinha-da-coutada-velha-regional-alentejano-vinho-branco-coutada-velha-6561178.html,6561178
72,Carm DOC Douro Vinho Tinto,8.39,garrafa 75 cl,20,n/a,https://www.continente.pt/produto/carm-doc-douro-vinho-tinto-carm-5344623.html,5344623
73,Carm DOC Douro Vinho Branco,10.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/carm-doc-douro-vinho-branco-carm-5279232.html,5279232
74,Caves Santa Marta Vinho Tinto,8.99,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/caves-santa-marta-vinho-tinto-santa-marta-2707892.html,2707892
75,n/a,13.77,n/a,n/a,n/a,https://www.continente.pt/produto/alegria-para-partilhar-foodalegriaparapartilhar.html,foodalegriaparapartilhar
76,Lagar de Burmester Reserva DOC Douro Vinho Branco,5.49,garrafa 75 cl,45,n/a,https://www.continente.pt/produto/lagar-de-burmester-reserva-doc-douro-vinho-branco-burmester-7607922.html,7607922
77,Roboredo Premium DOC Douro Vinho Branco,5.49,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/roboredo-premium-doc-douro-vinho-branco-roboredo-7316583.html,7316583
78,Casal Garcia Sangria de Frutos Vermelhos,4.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/casal-garcia-sangria-de-frutos-vermelhos-casal-garcia-6651623.html,6651623
79,Guarda Rios Regional Alentejano Vinho Branco,3.99,garrafa 75 cl,60,premiado,https://www.continente.pt/produto/guarda-rios-regional-alentejano-vinho-branco-guarda-rios-5797473.html,5797473
80,Vinha da Valentina Regional Península de Setúbal Vinho Branco,2.99,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/vinha-da-valentina-regional-peninsula-de-setubal-vinho-branco-vinha-da-valentina-6953450.html,6953450
81,Albenaz Jardim Secreto Premium DOC Vinho Verde Branco,3.89,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/albenaz-jardim-secreto-premium-doc-vinho-verde-branco-albenaz-6526646.html,6526646
82,Monte dos Amigos Regional Alentejano Vinho Branco,2.99,garrafa 75 cl,50,n/a,https://www.continente.pt/produto/monte-dos-amigos-regional-alentejano-vinho-branco-monte-dos-amigos-5479830.html,5479830
83,Quinta da Leda DOC Douro Vinho Tinto,110.00,"garrafa 1,5 lt",n/a,n/a,https://www.continente.pt/produto/quinta-da-leda-doc-douro-vinho-tinto-quinta-da-leda-5676891.html,5676891
84,Quinta do Noval Vinho do Porto Vintage 2008,183.00,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/quinta-do-noval-vinho-do-porto-vintage-2008-quinta-do-noval-5427547.html,5427547
85,Fiuza 3 Castas Regional Tejo Vinho Branco,4.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/fiuza-3-castas-regional-tejo-vinho-branco-fiuza-4319983.html,4319983
86,Palmelão DOC Palmela Vinho Branco,1.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/palmelao-doc-palmela-vinho-branco-palmelao-6187339.html,6187339
87,Assobio DOC Douro Vinho Tinto,7.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/assobio-doc-douro-vinho-tinto-esporao-5008236.html,5008236
88,Defesa do Esporão Regional Alentejano Vinho Tinto,4.99,garrafa 75 cl,30,premiado,https://www.continente.pt/produto/defesa-do-esporao-regional-alentejano-vinho-tinto-herdade-do-esporao-5369128.html,5369128
89,Mocho Galego Premium Regional Alentejano Vinho Branco,3.49,garrafa 75 cl,65,premiado,https://www.continente.pt/produto/mocho-galego-premium-regional-alentejano-vinho-branco-mocho-galego-6649897.html,6649897
90,Anta de Pias Vinho Branco,8.99,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/anta-de-pias-vinho-branco-anta-de-pias-6063483.html,6063483
91,Vinha Grande DOC Douro Vinho Tinto,10.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/vinha-grande-doc-douro-vinho-tinto-vinha-grande-2088709.html,2088709
92,Defesa do Esporão Regional Alentejano Vinho Branco,4.99,garrafa 75 cl,30,premiado,https://www.continente.pt/produto/defesa-do-esporao-regional-alentejano-vinho-branco-defesa-5485076.html,5485076
93,Senhor de Távora Premium DOC Douro Vinho Tinto,3.89,garrafa 75 cl,70,n/a,https://www.continente.pt/produto/senhor-de-tavora-premium-doc-douro-vinho-tinto-senhor-de-tavora-7626000.html,7626000
94,Fiuza Sauvignon Blanc Regional Tejo Vinho Branco,4.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/fiuza-sauvignon-blanc-regional-tejo-vinho-branco-fiuza-2193385.html,2193385
95,Casal da Eira Vinho Tinto,0.69,emb. 250 ml,n/a,n/a,https://www.continente.pt/produto/casal-da-eira-vinho-tinto-casal-da-eira-2392699.html,2392699
96,Pera Doce Regional Alentejano Vinho Branco,3.29,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/pera-doce-regional-alentejano-vinho-branco-pera-doce-5717142.html,5717142
97,BSE Regional Península de Setúbal Vinho Branco,4.49,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/bse-regional-peninsula-de-setubal-vinho-branco-bse-2050016.html,2050016
98,Post Scriptum DOC Douro Vinho Tinto,16.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/post-scriptum-doc-douro-vinho-tinto-post-scriptum-5409226.html,5409226
99,Cabriz Colheita Selecionada DOC Dão Vinho Rosé,5.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/cabriz-colheita-selecionada-doc-dao-vinho-rose-quinta-de-cabriz-3832113.html,3832113
100,Rovisco Pais Reserva Regional Península de Setúbal Vinho Tinto,3.49,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/rovisco-pais-reserva-regional-peninsula-de-setubal-vinho-tinto-rovisco-pais-4951359.html,4951359
101,Guarda Rios Gold Edition Regional Alentejano Vinho Tinto,6.49,garrafa 75 cl,65,premiado,https://www.continente.pt/produto/guarda-rios-gold-edition-regional-alentejano-vinho-tinto-guarda-rios-6649895.html,6649895
102,Vinha da Valentina Regional Península de Setúbal Vinho Tinto,2.99,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/vinha-da-valentina-regional-peninsula-de-setubal-vinho-tinto-casa-ermelinda-freitas-6953447.html,6953447
103,Nordeste Vinho Tinto,5.19,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/nordeste-vinho-tinto-nordeste-6831451.html,6831451
104,Contemporal Leve Regional Lisboa Rosé,1.79,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/contemporal-leve-regional-lisboa-rose-contemporal-6927206.html,6927206
105,Continente Vinho Tinto,0.89,emb. 1 lt,n/a,n/a,https://www.continente.pt/produto/continente-vinho-tinto-continente-6878007.html,6878007
106,Continente Vinho Branco,0.85,emb. 1 lt,n/a,n/a,https://www.continente.pt/produto/continente-vinho-branco-continente-6878014.html,6878014
107,Porta da Ravessa DOC Alentejo Vinho Branco,2.19,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/porta-da-ravessa-doc-alentejo-vinho-branco-porta-da-ravessa-5311713.html,5311713
108,Alandra Vinho Branco,2.19,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/alandra-vinho-branco-alandra-2050771.html,2050771
109,Chafariz D. Maria DOC Moscatel de Setúbal,3.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/chafariz-d.-maria-doc-moscatel-de-setubal-chafariz-de-d.-maria-7436882.html,7436882
110,Cartuxa DOC Alentejano Vinho Branco,16.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/cartuxa-doc-alentejano-vinho-branco-cartuxa-5467293.html,5467293
111,Colinas de Pegões Regional Península de Setúbal Vinho Tinto,8.99,Bag in Box 5 lt,20,n/a,https://www.continente.pt/produto/colinas-de-pegoes-regional-peninsula-de-setubal-vinho-tinto-colinas-de-pegoes-5550672.html,5550672
112,Altano DOC Douro Vinho Tinto,5.49,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/altano-doc-douro-vinho-tinto-altano-5488673.html,5488673
113,Lambrusco Decordi Branco,2.89,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/lambrusco-decordi-branco-lambrusco-5470041.html,5470041
114,Quadrifolia By Vallado DOC Douro Vinho Tinto,4.79,garrafa 75 cl,35,premiado,https://www.continente.pt/produto/quadrifolia-by-vallado-doc-douro-vinho-tinto-quadrifolia-5488507.html,5488507
115,Outeiro dos Pinheiros Regional Alentejano Vinho Tinto,1.99,garrafa 75 cl,60,n/a,https://www.continente.pt/produto/outeiro-dos-pinheiros-regional-alentejano-vinho-tinto-outeiro-dos-pinheiros-7817617.html,7817617
116,Quinta do Carmo Regional Alentejano Vinho Branco,11.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/quinta-do-carmo-regional-alentejano-vinho-branco-quinta-do-carmo-4320181.html,4320181
117,Adega do Cercal Vinho Branco,5.89,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/adega-do-cercal-vinho-branco-adega-do-cercal-7374685.html,7374685
118,Cabriz Colheita Selecionada DOC Dão Vinho Branco,5.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/cabriz-colheita-selecionada-doc-dao-vinho-branco-quinta-de-cabriz-2429223.html,2429223
119,Vinha Maria Reserva DOC Dão Vinho Branco,3.79,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/vinha-maria-reserva-doc-dao-vinho-branco-vinha-maria-7151302.html,7151302
120,Herdade dos Grous Regional Alentejano Vinho Branco,11.99,garrafa 75 cl,20,n/a,https://www.continente.pt/produto/herdade-dos-grous-regional-alentejano-vinho-branco-herdade-dos-grous-3833331.html,3833331
121,Albenaz Escadaria Maior DOC Douro Vinho Rosé,3.89,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/albenaz-escadaria-maior-doc-douro-vinho-rose-albenaz-7406545.html,7406545
122,Lezíria Meio Seco Vinho Branco,1.79,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/leziria-meio-seco-vinho-branco-leziria-2998998.html,2998998
123,Fazenda Velha Vinho Tinto,9.99,Bag in Box 5 lt,n/a,n/a,https://www.continente.pt/produto/fazenda-velha-vinho-tinto-fazenda-velha-5717663.html,5717663
124,Sobreiro de Pegões Regional Península de Setúbal Vinho Rosé,2.99,garrafa 75 cl,60,n/a,https://www.continente.pt/produto/sobreiro-de-pegoes-regional-peninsula-de-setubal-vinho-rose-sobreiro-de-pegoes-7167892.html,7167892
125,Flor de Penalva DOC Dão Vinho Branco,2.99,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/flor-de-penalva-doc-dao-vinho-branco-flor-de-penalva-5345128.html,5345128
126,Mula Velha Regional Lisboa Vinho Tinto,8.49,Bag in Box 3 lt,50,n/a,https://www.continente.pt/produto/mula-velha-regional-lisboa-vinho-tinto-mula-velha-7746273.html,7746273
127,Monte das Parreiras de Arraiolos Regional Alentejano Vinho Branco,2.39,garrafa 75 cl,45,n/a,https://www.continente.pt/produto/monte-das-parreiras-de-arraiolos-regional-alentejano-vinho-branco-monte-das-parreiras-de-arraiolos-5593276.html,5593276
128,Anta de Pias Vinho Tinto,2.29,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/anta-de-pias-vinho-tinto-anta-de-pias-5811992.html,5811992
129,Porta Ravessa Edição Especial Regional Alentejano Vinho Tinto,2.99,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/porta-ravessa-edicao-especial-regional-alentejano-vinho-tinto-porta-da-ravessa-7487177.html,7487177
130,Continente Vinho Tinto,0.55,emb. 25 cl,n/a,n/a,https://www.continente.pt/produto/continente-vinho-tinto-continente-6915243.html,6915243
131,Vinha da Coutada Velha Regional Alentejano Vinho Rosé,4.79,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/vinha-da-coutada-velha-regional-alentejano-vinho-rose-coutada-velha-6910234.html,6910234
132,Dona Ermelinda DOC Palmela Vinho Branco,5.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/dona-ermelinda-doc-palmela-vinho-branco-dona-ermelinda-4375786.html,4375786
133,Pera Doce Reserva Regional Alentejano Vinho Branco,3.99,garrafa 75 cl,60,premiado,https://www.continente.pt/produto/pera-doce-reserva-regional-alentejano-vinho-branco-pera-doce-4746430.html,4746430
134,Adega do Presidente DOC Vinho Verde Rosé,2.29,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/adega-do-presidente-doc-vinho-verde-rose-adega-do-presidente-6190165.html,6190165
135,Magnum Pintia DO Toro Vinho Tinto,134.00,"garrafa 1,5 lt",n/a,premiado,https://www.continente.pt/produto/magnum-pintia-do-toro-vinho-tinto-pintia-7682164.html,7682164
136,Ali Jó DOC Douro Vinho Branco,2.99,garrafa 75 cl,40,n/a,https://www.continente.pt/produto/ali-jo-doc-douro-vinho-branco-ali-jo-7210916.html,7210916
137,Ali Jó DOC Douro Vinho Tinto,2.99,garrafa 75 cl,40,n/a,https://www.continente.pt/produto/ali-jo-doc-douro-vinho-tinto-ali-jo-7210914.html,7210914
138,Tons Duorum DOC Douro Vinho Branco,4.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/tons-duorum-doc-douro-vinho-branco-tons-duorum-4853766.html,4853766
139,Pintas Douro Vinho Tinto,118.00,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/pintas-douro-vinho-tinto-pintas-7695459.html,7695459
140,Aveleda Fonte Doc Vinho Verde Rosé,4.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/aveleda-fonte-doc-vinho-verde-rose-aveleda-7601089.html,7601089
141,José Maria da Fonseca Regional Península de Setúbal Vinho Branco,2.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/jose-maria-da-fonseca-regional-peninsula-de-setubal-vinho-branco-jose-maria-da-fonseca-4510983.html,4510983
